pillar,pattern,file,line,context
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/10_case_neutrino.tex,61,\item Explains helicity/chirality structure via boundary conditions
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/10_case_neutrino.tex,91,\item \textbf{Boundary-condition sensitivity:} excitations must satisfy
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/10_case_neutrino.tex,155,regions due to boundary conditions
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/10_case_neutrino.tex,162,{Boundary conditions localize mode at interface; chirality filter selects helicity}%
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/10_case_neutrino.tex,175,\textbf{suppressed by boundary conditions} at the interface.'' \tagP{}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/10_case_neutrino.tex,278,The brane boundary conditions select:
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/10_case_neutrino.tex,285,the boundary condition selects chirality; helicity follows approximately.
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/10_case_neutrino.tex,306,the boundary conditions at the bulk-brane interface. It produces V$-$A
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/10_case_neutrino.tex,322,"\node[font=\scriptsize, purple!70!black] at (0,0) {Boundary conditions at interface};"
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/10_case_neutrino.tex,347,The bulk-brane interface imposes boundary conditions on spinor fields. These
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/10_case_neutrino.tex,348,boundary conditions select a particular chirality for the edge mode. The
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/10_case_neutrino.tex,351,"\item Does not satisfy the boundary conditions (is projected out), or"
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/10_case_neutrino.tex,373,solving the mode equation with appropriate boundary conditions (open).
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/10_case_neutrino.tex,551,"exponentially suppressed by boundary conditions, rather than ``bulk"
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/10_case_neutrino.tex,555,The boundary-condition operator that selects left-handed charged leptons
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch10_electroweak_bridge.tex,28,\item Junction physics (Israel matching) determines boundary conditions
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch10_electroweak_bridge.tex,91,must satisfy boundary conditions at $\xi = 0$ (bulk-brane interface) and $\xi = \ell$
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch10_electroweak_bridge.tex,151,\subsection{Toy Model: How Boundary Conditions Shift Eigenvalues}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch10_electroweak_bridge.tex,438,Robin-type boundary conditions. The parameter $\alpha$ is fixed by 5D physics.
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch16_opr04_delta_derivation.tex,175,"Solving with boundary conditions $\phi(\xi \to -\infty) = -v$,"
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/07_case_tau.tex,462,The derivation of $\mathcal{P}_{\mathrm{chir}}$ from 5D boundary conditions
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/07_case_tau.tex,550,\item \textbf{Derive $\mathcal{P}_{\mathrm{chir}}$ from boundary conditions}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/05_neutron_story.tex,88,"\subsubsection{Trigger Is a Boundary Condition, Not a Timer}"
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_case_muon.tex,416,boundary conditions remains (open).
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_case_muon.tex,423,into chirality eigenstates. The boundary conditions at $y = +\delta/2$
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_case_muon.tex,467,We outline how boundary conditions at $y = +\delta/2$ could induce chirality
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_case_muon.tex,471,"boundary. A brane-layer spinor field $\psi(x,y)$ satisfies boundary conditions"
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_case_muon.tex,477,This type of condition (analogous to MIT bag boundary conditions) projects
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_case_muon.tex,624,\item[MIT bag BC] Boundary condition type for chiral projection sketch
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/08_case_pion.tex,22,Tests whether boundary conditions can produce lepton-mass sensitivity
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/08_case_pion.tex,351,\item \textbf{5D cause:} The brane boundary conditions impose chirality
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/08_case_pion.tex,361,Deriving the $m_\ell^2$ scaling from explicit boundary-condition
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/08_case_pion.tex,375,observed $\mu$-dominance. The explicit boundary-condition computation
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/08_case_pion.tex,465,"arise from brane boundary conditions \tagP{}. For pion decay, the"
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/08_case_pion.tex,476,but the explicit boundary-condition derivation is (open).
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/08_case_pion.tex,560,boundary conditions produce the helicity suppression factor.
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch18_opr20_mediator_mass_from_eigenvalue.tex,63,connecting it to OPR-19 (coupling normalization) and OPR-21 (boundary conditions).
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch18_opr20_mediator_mass_from_eigenvalue.tex,166,% SECTION 3: BOUNDARY CONDITIONS
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch18_opr20_mediator_mass_from_eigenvalue.tex,169,\section{Boundary Conditions}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch18_opr20_mediator_mass_from_eigenvalue.tex,175,"The boundary terms from $\delta S = 0$ yield Robin conditions (cf.\ OPR-21, L3):"
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch18_opr20_mediator_mass_from_eigenvalue.tex,309,"For $\tilde{V} = 0$, the eigenvalues depend only on boundary conditions:"
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,999,"\emph{boundary condition} at the lattice scale, and standard physics"
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,1101,\textbf{ALLOWED:} Using $\mathbb{Z}_6 \to \sin^2\theta_W = 1/4$ as a geometric boundary condition.\\
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,1173,"If V$-$A structure arises from a mechanism unrelated to brane boundary conditions,"
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,1175,\emph{Current status:} V$-$A origin from boundary conditions is plausible but not derived.
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,1212,This number should emerge from boundary conditions on the dislocation path.
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/02_geometry_interface.tex,25,\subsection{Mechanistic Selection: Boundary Conditions and Couplings}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/02_geometry_interface.tex,30,\paragraph{1. Boundary conditions.}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/02_geometry_interface.tex,38,the 5D dynamics and boundary conditions.
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch11_opr20_attemptF_mediator_bvp_junction.tex,7,\subsection{Attempt F: Mediator BVP with Junction-Derived Boundary Conditions}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch11_opr20_attemptF_mediator_bvp_junction.tex,11,boundary condition combinations (Attempt C: max factor-4) and that naive multiplication
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch11_opr20_attemptF_mediator_bvp_junction.tex,33,"The domain is $\xi \in [0, \ell]$ with boundary conditions to be specified."
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch11_opr20_attemptF_mediator_bvp_junction.tex,137,"At the boundary $\xi = 0$ (or $\xi = \ell$), this becomes a Robin condition \tagDc{}:"
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch11_opr20_attemptH_delta_equals_Rxi.tex,19,boundary condition equals the diffusion scale $R_\xi$ from Part~I membrane physics.
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch11_opr20_attemptH_delta_equals_Rxi.tex,41,The Robin boundary condition $f'(\xi_0) + \alpha f(\xi_0) = 0$ emerges from the
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch7_attempt3_cp_phase.tex,89,\item[\textbf{O3:}] Boundary condition phase (MIT-bag type)
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch11_opr20_attemptD_interpretation_robin_overcount.tex,166,Attempt C (\S\ref{sec:ch11_attemptC_routes}) showed that Robin boundary conditions
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_neutrinos_edge_modes.tex,74,\textbf{Step 5: Same boundary conditions $\Rightarrow$ same chirality.}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_neutrinos_edge_modes.tex,95,\item Right-handed weak coupling: boundary conditions would be wrong
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_neutrinos_edge_modes.tex,109,\item Ch.~\ref{ch:va_structure}: Boundary conditions $\Rightarrow$ chirality selection
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_neutrinos_edge_modes.tex,117,\item \textbf{IF} boundary conditions select $L$ \textbf{THEN} only $\nu_L$ couples \tagDc{}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_neutrinos_edge_modes.tex,156,left-handed selection from Chapter~\ref{ch:va_structure} boundary conditions;
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_neutrinos_edge_modes.tex,266,\item[\ding{51}] Why left-handed only: boundary conditions at $\xi = 0$ select chirality
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_neutrinos_edge_modes.tex,349,\item \textbf{Interface} ($\xi \approx 0$): Transition zone where boundary conditions apply
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_neutrinos_edge_modes.tex,547,The boundary conditions that select left-handed charged leptons (Ch.~9)
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_neutrinos_edge_modes.tex,561,emerges from the same boundary-condition mechanism that produces chiral
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_neutrinos_edge_modes.tex,706,"Boundary conditions might select $\nu_R$ instead of $\nu_L$, contradicting"
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_neutrinos_edge_modes.tex,737,boundary conditions \tagDc{}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/06_neutrinos_edge_modes.tex,762,Sterile neutrino coupling & Interface boundary condition modification \\
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/13_summary.tex,71,Boundary condition effect at observer edge \\
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/13_summary.tex,94,\item Derive boundary conditions for spinor modes
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/13_summary.tex,101,\item Derive helicity suppression factor from boundary conditions
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/13_summary.tex,125,\emph{derived} from $\mathbb{Z}_6$-invariant boundary conditions.
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch14_bvp_closure_pack.tex,80,Boundary conditions & Eigenvalue $x_1$ (first root) & OPR-22: $G_F$ spine scale \\
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch14_bvp_closure_pack.tex,92,\item The boundary conditions are derived from junction physics (not chosen ad hoc)
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch14_bvp_closure_pack.tex,166,% BOUNDARY CONDITIONS
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch14_bvp_closure_pack.tex,169,\subsubsection{Boundary Conditions}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch14_bvp_closure_pack.tex,172,The BVP requires boundary conditions at each endpoint. The general \textbf{Robin form}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch14_bvp_closure_pack.tex,243,potential $V(\xi)$ and boundary conditions from the 5D action. This is the key
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch14_bvp_closure_pack.tex,341,\item \textbf{Derive boundary conditions:} The Israel junction conditions
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch14_bvp_closure_pack.tex,1049,\paragraph{Boundary conditions.}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch11_opr20_attemptE_prefactor8_derivation.tex,53,standard boundary conditions alone.
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/04_ontology.tex,87,brane thickness and boundary conditions. The electron is defined as the ground mode
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/04_ontology.tex,129,fact \tagBL{}; EDC interprets it as a consequence of boundary conditions
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/09_case_electron.tex,248,\item \textbf{Chirality filter:} output satisfies brane boundary conditions
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/09_case_electron.tex,428,The brane boundary conditions impose a chirality constraint on outputs:
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/09_case_electron.tex,441,A full treatment of the chiral filter as a boundary-condition
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/02_frozen_regime_foundations.tex,970,\item Ch.~12 (BVP): Uses frozen boundary conditions
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch11_g5_ell_suppression_attempt2.tex,116,\item $x_1 \neq \pi$ (different boundary conditions could give $x_1 \approx \pi/8$)
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch12_bvp_workpackage.tex,22,"\item Boundary conditions reflect brane microphysics (choice, not derived)"
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch12_bvp_workpackage.tex,36,\item \sout{Derive boundary conditions from junction physics (Robin from Israel matching?)} $\to$
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch12_bvp_workpackage.tex,129,\textbf{Step 7: Boundary conditions select chirality.}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch12_bvp_workpackage.tex,176,\paragraph{Boundary conditions.}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch12_bvp_workpackage.tex,448,\item Justification for boundary conditions from junction physics
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch12_bvp_workpackage.tex,509,\item Determine boundary conditions from physical consistency
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/12_epistemic_map.tex,254,Chirality projection & Boundary conditions select helicity \\
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/12_epistemic_map.tex,306,Helicity suppression factor & Solve Dirac equation with boundary conditions \\
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch11_opr20_attemptG_derive_alpha_from_action.tex,10,Attempt~F established that the Robin boundary condition $f' + \alpha f = 0$ emerges
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/11_gf_derivation.tex,15,\item Connection to V$-$A: chirality filter enters via boundary conditions \tagDc{}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/11_gf_derivation.tex,153,overlap integrals with explicit boundary conditions.
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/11_gf_derivation.tex,220,boundary-condition effects.
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/11_gf_derivation.tex,233,\item Boundary-condition factor $\mathcal{O}_{\text{BC}}$ (chirality filter)
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/11_gf_derivation.tex,480,explicit boundary conditions at both brane faces. Normalize the
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/11_gf_derivation.tex,484,\item \textbf{Boundary-condition factor $\mathcal{O}_{\text{BC}}$:}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/11_gf_derivation.tex,503,coupling via the boundary-condition factor $\mathcal{O}_{\text{BC}}$.
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch11_opr20_attemptH1_mediator_identity.tex,3,% OPR-20a Attempt H1: Mediator Field Identity → Boundary Condition Provenance
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch11_opr20_attemptH1_mediator_identity.tex,11,is not an error but a boundary condition choice tied to mediator identity. This
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch11_opr20_attemptH1_mediator_identity.tex,13,and what boundary condition does it carry?}
P3_frozen,boundary.*condition|BC.*sharp,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/sections/ch11_opr20_attemptH1_mediator_identity.tex,335,The boundary condition choice affects OPR-20b ($\alpha$ provenance):
smuggling,PDG|CODATA,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/EDC_Part_II_Weak_Sector_rebuild.tex,289,empirical values are sourced from CODATA~\cite{CODATA2022} and PDG~\cite{PDG2024}.
smuggling,PDG|CODATA,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/EDC_Part_II_Weak_Sector_rebuild.tex,316,\tagBL{}  & \textbf{Baseline} --- Accepted external facts (PDG/CODATA). \\
smuggling,PDG|CODATA,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/EDC_Part_II_Weak_Sector_rebuild.tex,846,\tagBL{} & Baseline & From PDG/CODATA \\
smuggling,PDG|CODATA,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/_shared/meta/edc_stoplight_legend.tex,61,"\textsf{[BL]} & Baseline: external reference (PDG, CODATA) \\"
smuggling,PDG|CODATA,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,22,PDG values~\cite{PDG2024} are used to compare the conditional output at $M_Z$.
smuggling,PDG|CODATA,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,106,"Combined with standard RG running to $M_Z = 91.2$ GeV~\cite{PDG2024}, this yields:"
smuggling,PDG|CODATA,/Users/igor/ClaudeAI/EDC_Project/elastic-diffusive-cosmology_repo/edc_book_2/src/CH3_electroweak_parameters.tex,434,\textbf{Experimental value:} $\sin^2\theta_W(M_Z)^{\text{exp}} = 0.2312$~\cite{PDG2024} \tagBL{}
